year,county_fips,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,TOTAL,MARGIN
2000,8105.0,1707.0,179.0,,78.0,3111.0,5075.0,0.27665024630541873
2000,8107.0,4208.0,820.0,,138.0,4472.0,9638.0,0.027391575015563396
2000,8109.0,1145.0,261.0,,45.0,1078.0,2529.0,-0.02649268485567418
2000,8111.0,149.0,58.0,,19.0,210.0,436.0,0.13990825688073394
2000,8113.0,1598.0,560.0,,54.0,1043.0,3255.0,-0.17050691244239632
2000,8115.0,384.0,25.0,,17.0,877.0,1303.0,0.37835763622409824
2000,8117.0,5304.0,1131.0,,136.0,4497.0,11068.0,-0.07291290205999278
2000,8119.0,2750.0,429.0,,191.0,6477.0,9847.0,0.37849091093734133
2000,8121.0,477.0,50.0,,40.0,1878.0,2445.0,0.5730061349693252
2000,8123.0,23436.0,2438.0,,1258.0,37409.0,64541.0,0.21649804000557785
2000,8125.0,1082.0,60.0,,60.0,3156.0,4358.0,0.47590637907296923
2000,9001.0,193769.0,12664.0,,4197.0,159659.0,370289.0,-0.09211723815722314
2000,9003.0,221167.0,14214.0,,4707.0,127468.0,367556.0,-0.2549244196802664
2000,9005.0,41806.0,5413.0,,947.0,39172.0,87338.0,-0.030158693810254412
2000,9007.0,43319.0,4039.0,,780.0,29295.0,77433.0,-0.18111141244688958
2000,9009.0,197928.0,15567.0,,4685.0,122919.0,341099.0,-0.21990389886807055
2000,9011.0,60449.0,6218.0,,1312.0,41168.0,109147.0,-0.17665167159885292
2000,9013.0,33554.0,3711.0,,730.0,24705.0,62700.0,-0.1411323763955343
2000,9015.0,24023.0,2626.0,,606.0,16708.0,43963.0,-0.16638991879535064
