fips_fixed,county_fips,2016,2020,state,state_po,county_name,fixed_fips,size,POP_ESTIMATE_2020,vote_diff_pct_pop,vote_diff_pct_pop_zscore,pct_change_16_20
30067,30067,3595.0,5280.0,MONTANA,MT,PARK,30067,xs,17223.0,0.09783429135458399,2.53243060239653,0.46870653685674557
30071,30071,318.0,416.0,MONTANA,MT,PHILLIPS,30071,xs,4213.0,0.023261333966294803,-0.420685539925519,0.30817610062893075
30091,30091,477.0,574.0,MONTANA,MT,SHERIDAN,30091,xs,3540.0,0.027401129943502824,-0.2567481187158738,0.20335429769392044
30097,30097,402.0,549.0,MONTANA,MT,SWEET GRASS,30097,xs,3670.0,0.04005449591280654,0.2443297600129551,0.36567164179104483
31001,31001,3302.0,4213.0,NEBRASKA,NE,ADAMS,31001,xs,31178.0,0.029219321316312784,-0.1847470813301824,0.27589339794064194
31003,31003,383.0,452.0,NEBRASKA,NE,ANTELOPE,31003,xs,6279.0,0.01098901098901099,-0.906673978057355,0.18015665796344638
31007,31007,19.0,43.0,NEBRASKA,NE,BANNER,31007,xs,679.0,0.035346097201767304,0.05787546444760538,1.263157894736842
31025,31025,3484.0,4737.0,NEBRASKA,NE,CASS,31025,xs,26611.0,0.047085791589944005,0.5227716173940151,0.3596440872560276
31053,31053,4544.0,5544.0,NEBRASKA,NE,DODGE,31053,xs,37116.0,0.02694255846535187,-0.27490771546466425,0.22007042253521125
31091,31091,40.0,59.0,NEBRASKA,NE,HOOKER,31091,xs,705.0,0.02695035460992908,-0.2745989853136129,0.4750000000000001
31129,31129,353.0,409.0,NEBRASKA,NE,NUCKOLLS,31129,xs,4093.0,0.013681895919863182,-0.8000347587313928,0.1586402266288951
31139,31139,382.0,480.0,NEBRASKA,NE,PIERCE,31139,xs,7345.0,0.013342409802586793,-0.8134785320258199,0.25654450261780104
31143,31143,413.0,530.0,NEBRASKA,NE,POLK,31143,xs,5218.0,0.02242238405519356,-0.45390826049126914,0.2832929782082325
31153,31153,28033.0,41206.0,NEBRASKA,NE,SARPY,31153,s,191167.0,0.06890833668990987,1.3869523131616257,0.46991046266899716
31157,31157,3207.0,4196.0,NEBRASKA,NE,SCOTTS BLUFF,31157,xs,36051.0,0.02743335829796677,-0.25547186419759843,0.3083879014655442
31167,31167,417.0,532.0,NEBRASKA,NE,STANTON,31167,xs,5829.0,0.019728941499399553,-0.5605695619670442,0.275779376498801
31171,31171,30.0,45.0,NEBRASKA,NE,THOMAS,31171,xs,671.0,0.022354694485842028,-0.45658879197237995,0.5
31175,31175,339.0,412.0,NEBRASKA,NE,VALLEY,31175,xs,4057.0,0.017993591323638158,-0.629290057922957,0.21533923303834812
31183,31183,62.0,59.0,NEBRASKA,NE,WHEELER,31183,xs,775.0,-0.003870967741935484,-1.4951345219570353,-0.048387096774193505
32003,32003,402227.0,521777.0,NEVADA,NV,CLARK,32003,xl,2274887.0,0.052552060827636714,0.7392378605129152,0.297220226389576
32007,32007,3401.0,4555.0,NEVADA,NV,ELKO,32007,xs,53664.0,0.02150417412045319,-0.4902697067217507,0.3393119670685092
32027,32027,430.0,547.0,NEVADA,NV,PERSHING,32027,xs,6617.0,0.01768172888015717,-0.6416399237225978,0.27209302325581386
33017,33017,34894.0,41721.0,NEW HAMPSHIRE,NH,STRAFFORD,33017,s,131068.0,0.052087466048158206,0.7208397388483453,0.19564968189373522
35003,35003,427.0,595.0,NEW MEXICO,NM,CATRON,35003,xs,3606.0,0.04658901830282862,0.5030992151635894,0.39344262295081966
35006,35006,3741.0,4745.0,NEW MEXICO,NM,CIBOLA,35006,xs,27101.0,0.037046603446367295,0.12521612809998042,0.268377439187383
35009,35009,3121.0,4307.0,NEW MEXICO,NM,CURRY,35009,xs,48370.0,0.024519330163324374,-0.3708684345493123,0.3800064082024992
35013,35013,37947.0,47957.0,NEW MEXICO,NM,DONA ANA,35013,s,220060.0,0.04548759429246569,0.4594824251306029,0.26378896882493996
35025,35025,3930.0,4061.0,NEW MEXICO,NM,LEA,35025,xs,74642.0,0.001755044077061172,-1.2723424147181353,0.03333333333333344
35043,35043,27707.0,40588.0,NEW MEXICO,NM,SANDOVAL,35043,s,149290.0,0.08628173353875009,2.0749451255444966,0.4649005666438084
36007,36007,39212.0,47010.0,NEW YORK,NY,BROOME,36007,s,198156.0,0.03935283312137912,0.21654365914743587,0.198867693563195
36063,36063,35559.0,46029.0,NEW YORK,NY,NIAGARA,36063,s,212126.0,0.04935745736024815,0.612730405286999,0.2944402261030963
36065,36065,33743.0,41567.0,NEW YORK,NY,ONEIDA,36065,s,231082.0,0.03385811097359379,-0.0010493295241857186,0.23187031384287105
